Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDR21,OUT045,2741.421875
NCW29,OUT035,2250.015625
FDO11,OUT013,4050.83472
NCM31,OUT049,2335.242188
FDV35,OUT019,555.2265625
FDF58,OUT017,1128.1875
NCE43,OUT049,2743.070313
FDA02,OUT035,2453.467533
DRL37,OUT010,-1189.101563
FDR24,OUT018,1243.889408
FDW59,OUT049,1463.710938
FDS22,OUT049,894.7019077
FDW24,OUT017,949.8984375
FDU24,OUT035,1704.24097
FDA21,OUT027,4410.210938
FDH58,OUT027,3328.007813
FDW36,OUT018,1404.007813
FDI45,OUT027,4242.765625
FDU01,OUT018,2741.092533
FDF35,OUT027,3210.226563
FDU43,OUT019,1928.561283
FDE24,OUT019,392.0546875
FDK50,OUT049,2733.367188
FDG31,OUT045,980.8359375
FDC60,OUT045,1428.342533
FDL36,OUT013,1494.15625
FDP21,OUT013,3085.701908
FDW16,OUT045,1418.014408
FDX02,OUT017,3623.976563
FDQ58,OUT027,3911.804688
FDT51,OUT046,1840.819095
FDD59,OUT049,1451.92847
NCM42,OUT018,1456.195313
FDA57,OUT018,404.3125
FDZ48,OUT035,1950.140625
FDE46,OUT045,2362.882813
NCZ30,OUT019,17.7421875
FDB56,OUT017,3166.225345
FDA25,OUT027,3202.92847
FDD20,OUT013,2073.703125
FDL25,OUT013,1565.256595
NCO18,OUT049,2886.3125
FDJ45,OUT017,887.828125
FDR12,OUT035,2906.850345
NCF19,OUT010,-1147.640625
FDK25,OUT046,2678.498783
NCR17,OUT046,1839.398438
FDC52,OUT046,2441.467533
NCA54,OUT017,2954.78125
FDR45,OUT010,1874.28125
NCM19,OUT049,1906.359375
FDF39,OUT027,5624.233158
FDX23,OUT049,1674.257813
FDD58,OUT027,3052.789063
FDX28,OUT013,1618.75
NCD31,OUT013,2597.007813
FDU57,OUT018,2156.186283
FDI27,OUT046,778.4987827
NCM42,OUT046,1718.515625
FDD32,OUT027,2852.201908
FDI34,OUT013,3681.780033
NCM29,OUT049,2183.226563
FDG46,OUT018,1580.358158
DRC01,OUT010,-1055.969967
FDB15,OUT027,5550.203125
NCA17,OUT027,3844.859375
FDF10,OUT046,2373.733158
FDR26,OUT027,4258.054688
FDI02,OUT049,1955.819095
NCM54,OUT010,95.6015625
FDF14,OUT013,2483.070313
FDJ33,OUT010,51.13159517
FDM20,OUT035,4068.453125
FDC03,OUT027,4556.89722
NCX05,OUT046,1858.414063
NCM41,OUT027,2939.453125
NCU29,OUT010,453.7734375
FDQ59,OUT017,1515.045658
FDH46,OUT010,-233.3527798
FDH09,OUT013,1070.515625
NCD06,OUT045,670.8671875
FDC15,OUT035,2555.773438
DRD37,OUT027,2199.09375
FDT28,OUT027,3808.820313
FDR28,OUT027,4080.694095
FDT38,OUT017,1466.859375
FDV34,OUT027,2724.631595
FDY52,OUT035,1157.523438
FDB34,OUT013,1427.335938
DRL23,OUT018,1437.804688
DRB24,OUT046,2449.546875
FDJ50,OUT046,938.2890625
FDQ49,OUT035,2659.483158
FDP20,OUT035,2174.78125
FDV19,OUT027,4066.694095
NCR54,OUT045,3001.648438
FDO09,OUT010,2210.780033
FDS57,OUT018,1989.75
FDN10,OUT049,1980.742188
FDV23,OUT049,2108.351563
FDY28,OUT049,3487.967533
DRG51,OUT013,2594.960938
FDD45,OUT019,-382.7890625
NCL18,OUT027,4450.4375
NCM29,OUT013,2126.28125
FDF17,OUT027,4544.828125
FDE22,OUT017,2677.429688
FDQ22,OUT017,744.9921875
FDS01,OUT013,2927.546875
FDW35,OUT027,2186.445313
FDJ33,OUT046,2021.670658
NCF54,OUT035,2841.617188
FDE09,OUT013,1846.945313
NCE06,OUT045,2461.742188
DRH49,OUT049,1395.476563
FDY43,OUT045,2663.726563
NCT05,OUT017,4132.289063
FDZ34,OUT045,2999.414063
FDL38,OUT017,1606.436283
FDZ31,OUT017,3183.89722
FDR14,OUT035,1008.25
NCN54,OUT049,1352.765625
NCC42,OUT027,3680.6875
FDK08,OUT017,1796.100345
FDP59,OUT013,1782.83472
FDV22,OUT035,2690.920658
FDD33,OUT035,3870.898438
DRE60,OUT027,4999.03125
FDK52,OUT046,3561.304688
FDA02,OUT017,2452.748783
FDM56,OUT049,1888.34375
FDE57,OUT035,2445.789063
FDM32,OUT045,1411.195313
NCQ30,OUT027,3373.296875
FDQ27,OUT027,3185.498783
FDT60,OUT027,3451.929688
FDU43,OUT049,3969.08472
NCO55,OUT035,1838.46875
FDG02,OUT045,3003.851563
FDJ28,OUT013,3044.796875
FDP40,OUT045,1756.076908
FDJ38,OUT045,3032.326908
NCC54,OUT017,3908.945313
NCZ41,OUT046,2001.6875
FDK38,OUT019,509.1484375
FDU52,OUT013,2483.09375
FDC40,OUT046,1248.05347
NCR30,OUT017,1280.40625
NCN18,OUT017,1852.984375
FDB50,OUT035,1430.015625
FDG04,OUT013,3007.546875
FDR26,OUT035,2926.453125
NCT17,OUT018,2714.148438
FDX35,OUT027,5085.186283
FDS12,OUT046,2019.859375
NCZ29,OUT027,3458.382813
FDB38,OUT010,733.0690952
FDP12,OUT013,718.7722202
FDP22,OUT046,885.7487827
FDS26,OUT018,3797.0625
FDR52,OUT046,3060.33472
DRJ13,OUT046,2545.523438
FDU48,OUT027,3548.765625
FDE29,OUT035,1102.742188
NCT29,OUT049,2044.296875
DRK37,OUT018,2702.851563
FDK55,OUT046,1432.875
FDR07,OUT046,1580.445313
FDO21,OUT027,5052.694095
FDK46,OUT049,4210.125
FDB12,OUT045,1650.514408
FDT31,OUT027,4494.835938
FDJ33,OUT045,1952.873783
FDC26,OUT027,3229.953125
NCQ02,OUT045,2896.460938
FDP08,OUT010,1199.55347
FDB11,OUT027,5051.25
FDV55,OUT013,2399.070313
FDW20,OUT049,2087.695313
NCJ18,OUT019,-48.7734375
FDC41,OUT018,917.78125
FDE14,OUT027,3163.592533
FDG35,OUT013,2898.576908
FDF45,OUT035,1180.02222
FDS19,OUT027,2788.256595
FDS58,OUT019,685.0925327
FDA26,OUT017,3597.49097
FDM32,OUT049,1564.328125
FDL45,OUT046,2024.945313
FDZ55,OUT049,2688.34375
FDY37,OUT049,2435.795658
FDO46,OUT046,3077.217533
FDQ60,OUT046,1956.600345
FDA19,OUT018,1846.148438
FDL15,OUT046,2465.320313
FDM10,OUT018,3083.046875
NCL05,OUT017,821.046875
DRK49,OUT010,-1219.257813
NCE18,OUT027,5396.195313
FDG40,OUT049,671.8984375
DRI59,OUT045,3455.46875
FDK28,OUT035,4170.140625
NCD06,OUT019,-1176.375
FDO11,OUT019,2116.498783
FDK27,OUT046,1936.976563
FDT43,OUT027,2334.507813
FDD38,OUT018,1452.983158
FDA16,OUT049,3564.296875
FDL14,OUT027,3982.592533
NCM17,OUT049,831.84375
FDD20,OUT045,1961.148438
FDA40,OUT045,1381.358158
FDL43,OUT045,1213.25
FDV15,OUT045,1570.085938
FDE52,OUT046,1466.280033
NCL17,OUT010,372.015625
NCJ31,OUT045,3662.257813
FDR60,OUT045,1195.234375
NCA18,OUT035,1970.367188
FDS21,OUT027,2535.67847
FDW09,OUT035,1463.467533
FDL26,OUT035,2634.382813
FDS47,OUT018,1157.78125
FDC39,OUT046,3213.5
FDT51,OUT035,1990.42847
FDK40,OUT035,4286.929688
NCG19,OUT045,3597.390625
FDZ07,OUT046,1089.350345
FDF08,OUT027,2965.20972
FDO04,OUT013,932.9140625
FDK41,OUT018,1036.4375
FDP15,OUT049,4130.179688
NCD43,OUT018,1389.546875
NCP18,OUT013,2380.640625
FDZ51,OUT046,1558.39722
DRH13,OUT035,1878.695313
FDF38,OUT045,692.5378452
NCI43,OUT045,725.578125
FDM38,OUT027,2416.787845
FDS03,OUT013,1099.726563
DRJ47,OUT017,2836.46875
FDT50,OUT010,-357.4387173
FDV02,OUT046,2705.992188
NCG18,OUT017,1752.609375
FDW52,OUT046,2644.08472
FDS40,OUT035,750.0859375
FDN31,OUT017,3168.359375
FDA37,OUT045,1978.998783
FDA15,OUT046,3926.039063
FDL39,OUT046,2880.24097
FDJ53,OUT045,1862.703125
FDX22,OUT013,3413.717533
NCZ42,OUT045,3683.710938
FDD56,OUT027,4314.545658
FDD40,OUT017,3187.08472
FDS50,OUT013,3486.445313
NCN14,OUT013,2942.351563
FDT15,OUT013,2992.108158
NCS18,OUT027,3160.617188
NCO26,OUT010,-114.2890625
FDF58,OUT018,743.4140625
NCB19,OUT013,1396.710938
FDH26,OUT017,2431.725345
DRB24,OUT027,3874.71875
FDA49,OUT018,1149.71875
FDB32,OUT045,1516.171875
FDI36,OUT017,3271.951908
NCA17,OUT010,461.2734375
FDH22,OUT013,2014.726563
NCM26,OUT018,2148.703125
FDT15,OUT027,4410.30347
FDB16,OUT018,1105.804688
NCP54,OUT027,3401.804688
FDJ36,OUT013,1709.092533
FDO28,OUT045,1829.09375
FDU09,OUT013,969.1862827
FDF29,OUT017,2194.201908
FDY08,OUT013,2325.998783
DRJ59,OUT018,372.78125
FDT23,OUT027,2790.49097
FDU15,OUT018,423.1159702
FDT47,OUT013,1659.694095
FDI53,OUT019,721.2175327
FDR59,OUT018,3913.256595
FDD53,OUT035,810.8046875
FDY51,OUT017,3584.21875
FDT04,OUT049,709.203125
FDU51,OUT049,2940.850345
FDG14,OUT035,2638.451908
NCU06,OUT045,3543.554688
DRG25,OUT046,2943.382813
DRH49,OUT035,1487.171875
FDN15,OUT035,2379.179688
FDL43,OUT018,982.34375
NCT18,OUT049,2961.140625
NCB31,OUT013,4105.84375
FDK57,OUT035,2046.171875
FDY04,OUT019,717.5065952
NCP54,OUT046,1923.390625
FDF41,OUT013,3851.625
FDM01,OUT045,1638.52222
FDW03,OUT045,1670.14722
FDF28,OUT045,1921.389408
FDY37,OUT017,2450.506595
FDQ03,OUT017,3895.694095
FDP51,OUT027,3414.389408
FDJ40,OUT017,1909.631595
FDC32,OUT049,1631.867188
DRI49,OUT027,2724.25
NCW54,OUT017,983.1796875
FDF09,OUT017,801.0625
FDP45,OUT018,3722.545658
DRJ23,OUT018,2701.070313
FDS59,OUT017,1946.319095
FDY08,OUT046,2270.506595
FDX16,OUT049,2428.945313
FDY16,OUT018,2662.295658
FDK32,OUT035,2656.483158
FDQ22,OUT013,701.359375
NCC31,OUT018,2187.523438
FDG58,OUT049,2577.498783
DRF48,OUT013,3015.734375
DRH36,OUT049,1280.03125
NCR30,OUT035,1337.21875
FDB03,OUT019,1888.373783
FDZ28,OUT027,3491.170658
FDR35,OUT017,3272.210938
DRD15,OUT027,5094.4375
FDJ33,OUT019,111.8425327
FDA56,OUT010,69.984375
FDP56,OUT046,845.96875
NCT30,OUT046,770.9609375
FDK15,OUT017,1719.375
FDH44,OUT018,2141.52222
FDV01,OUT013,2557.076908
DRG03,OUT017,2499.015625
FDG50,OUT027,2945.867188
FDR16,OUT010,1486.733158
FDZ60,OUT046,1723.273438
DRG03,OUT045,2352.992188
FDS56,OUT018,3974.787845
FDU33,OUT045,709.8659702
DRD27,OUT035,1715.132813
FDW22,OUT046,3568.545658
DRA24,OUT045,2549.61597
FDF38,OUT049,840.9987827
FDX48,OUT013,2540.49097
FDS58,OUT018,2330.326908
FDC32,OUT046,1527.28125
NCQ29,OUT045,4046.132813
DRK39,OUT018,1058.539063
NCS38,OUT017,1900.390625
DRO47,OUT013,1826.671875
DRG27,OUT027,2119.171875
FDC57,OUT027,4564.905033
FDS55,OUT046,2375.625
NCJ06,OUT018,1615.210938
FDO01,OUT019,242.9050327
NCM55,OUT045,2860.742188
FDC52,OUT049,2544.530033
FDQ15,OUT045,1253.225345
NCT30,OUT027,2208.828125
NCR42,OUT027,1983.1875
FDD28,OUT035,1082.6875
FDQ34,OUT049,1751.210938
FDZ12,OUT027,3723.679688
DRE13,OUT019,-511.234375
NCN07,OUT019,222.3125
FDM28,OUT035,2994.992188
FDI10,OUT017,2863.873783
FDQ25,OUT013,2823.20972
FDA38,OUT010,1882.578125
DRI13,OUT049,3512.53125
FDY20,OUT027,2982.201908
NCZ53,OUT035,3121.835938
NCM31,OUT013,2309.46875
DRB01,OUT017,3079.609375
DRF37,OUT046,4107.15625
NCF42,OUT049,2849.054688
FDF16,OUT018,2071.617188
FDB41,OUT013,838.9362827
FDR34,OUT013,3670.811283
FDR15,OUT018,2258.45972
NCV42,OUT019,-124.5
FDW51,OUT035,3542.405033
FDU36,OUT017,1687.882813
FDX60,OUT049,1415.070313
FDY03,OUT035,1999.64722
FDW55,OUT045,3936.951908
FDT01,OUT010,1473.475345
FDG58,OUT013,2525.27222
FDK21,OUT017,4053.945313
NCS41,OUT019,994.1796875
FDS10,OUT045,2813.578125
NCT53,OUT046,2627.945313
FDJ28,OUT018,2736.359375
FDX44,OUT045,1393.109375
FDT20,OUT018,419.4765625
FDO44,OUT017,1901.1875
NCX17,OUT049,3788.945313
FDY01,OUT017,2019.77222
FDJ12,OUT027,4819.95972
DRK35,OUT018,356.8359375
FDD47,OUT019,810.0222202
NCM53,OUT035,1849.296875
FDO45,OUT013,1488.764408
NCM42,OUT010,-174.71875
FDE04,OUT046,2870.545658
NCI30,OUT027,5331.6875
FDZ19,OUT013,2837.601563
FDW57,OUT013,2874.08472
FDA25,OUT013,1751.819095
FDT22,OUT046,958.6875
FDP51,OUT013,1978.155033
FDD48,OUT027,3327.765625
FDY39,OUT035,3099.061283
FDO48,OUT010,1652.905033
FDD23,OUT027,4466.70972
DRN35,OUT027,2085.148438
FDT01,OUT035,3572.850345
FDC20,OUT010,-958.625
DRJ35,OUT035,1179.671875
FDB32,OUT046,1556.914063
FDL24,OUT046,2810.967533
NCV42,OUT035,1930.023438
FDZ46,OUT046,1752.632813
FDC15,OUT013,2444.523438
FDD08,OUT019,-1208.671875
FDY50,OUT049,1507.445313
FDD36,OUT013,1957.882813
FDG57,OUT027,2299.054688
FDL21,OUT018,462.4597202
FDN16,OUT027,3112.108158
FDJ09,OUT027,2211
FDS01,OUT010,980.6796875
FDV33,OUT017,4256.975345
DRE12,OUT017,1918.671875
FDR07,OUT013,1628.125
FDP48,OUT010,1057.131595
NCB55,OUT035,1041.039063
FDQ08,OUT013,1101.998783
FDR34,OUT035,3838.123783
FDO33,OUT046,1790.820313
FDP13,OUT045,640.7644077
FDX12,OUT049,3982.350345
NCT06,OUT049,2714.34375
FDR16,OUT019,1513.475345
FDE36,OUT046,2682.311283
FDZ36,OUT049,3081.33472
FDV13,OUT045,1434.483158
NCZ17,OUT035,756.4609375
FDU56,OUT045,2881.703125
FDM09,OUT035,2888.39722
FDV02,OUT017,2800.351563
FDS34,OUT018,1563.49097
FDA11,OUT049,1651.429688
FDP09,OUT017,3455.578125
FDB29,OUT027,3308.037845
FDT19,OUT017,2931.77222
DRH15,OUT017,804.53125
FDY38,OUT046,3689.045658
FDF14,OUT027,3909.757813
FDN48,OUT010,-405.796875
FDQ12,OUT013,3691.554688
NCJ43,OUT045,2657.671875
FDE17,OUT019,547.3737827
FDB05,OUT035,4050.921875
FDH10,OUT045,2982.039063
NCR06,OUT017,777.2734375
FDU32,OUT018,1716.679688
FDD56,OUT049,2920.45972
FDO36,OUT018,2602.117188
FDH16,OUT010,-453.4375
FDX10,OUT018,355.4597202
FDZ37,OUT017,1615.920658
FDU31,OUT010,1622.139408
DRC49,OUT049,2341.0625
FDL15,OUT045,2368.53125
FDN32,OUT019,1099.804688
DRH59,OUT027,2666.96875
NCU29,OUT049,2457.359375
FDR37,OUT019,1080.920658
FDS14,OUT018,2193.164063
FDU02,OUT027,4998.257813
FDJ08,OUT035,3225.523438
NCZ06,OUT045,3893.40625
FDO31,OUT049,1508.77222
FDH31,OUT018,1411.670658
FDS58,OUT017,2694.850345
NCA53,OUT027,2276.570313
FDF50,OUT046,3173.03125
NCW42,OUT049,3584.4375
NCQ17,OUT045,2400.5625
FDK51,OUT018,3866.171875
NCW41,OUT010,597.2421875
NCR29,OUT017,1017.265625
FDB08,OUT019,676.7890625
FDA40,OUT027,2851.951908
FDL14,OUT018,2315.655033
FDB47,OUT046,3280.507813
FDO03,OUT035,3808.420658
DRK13,OUT019,1186.421875
FDX13,OUT010,2042.890625
FDF52,OUT046,2884.617188
FDT11,OUT013,3084.670658
FDB08,OUT013,2621.976563
FDQ28,OUT018,2222.100345
FDD29,OUT045,3909.242188
NCQ29,OUT027,5565.234375
NCO02,OUT013,1085.367188
FDR56,OUT010,1244.95972
NCM54,OUT049,2070.882813
FDP51,OUT035,2058.287845
FDT38,OUT013,1370.351563
FDZ20,OUT018,3763.75
FDJ53,OUT013,1941.820313
FDX13,OUT049,4070.5625
FDP58,OUT035,3608.5
NCK31,OUT019,-1036.359375
FDA35,OUT018,1744.436283
FDV37,OUT018,2938.780033
NCO07,OUT027,4829.90625
FDA20,OUT045,2940.34375
FDZ59,OUT035,2861.36597
NCY17,OUT017,826.78125
FDQ28,OUT035,2602.787845
FDV35,OUT017,2558.390625
FDQ36,OUT013,660.3659702
FDD34,OUT018,2327.140625
FDK51,OUT045,4076.78125
FDV31,OUT035,2960.296875
FDR04,OUT035,1684.382813
FDR14,OUT049,955.3984375
DRC36,OUT010,878.6550327
FDE39,OUT019,9.75
FDP57,OUT049,1773.4375
FDE57,OUT046,2299.28125
NCN18,OUT046,1744.695313
NCQ05,OUT018,2122.109375
FDW47,OUT035,2081.523438
FDV46,OUT035,2350.046875
NCP29,OUT045,949.734375
FDE09,OUT018,1547.851563
NCU06,OUT027,5046.851563
FDT19,OUT010,884.9831577
DRF15,OUT017,2500.304688
DRI51,OUT013,2706.210938
NCX54,OUT013,1682.820313
DRE01,OUT013,3800.492188
NCB07,OUT045,2989.507813
FDU50,OUT035,1982.850345
FDG40,OUT035,715.34375
FDW10,OUT018,2500.953125
FDX51,OUT013,3167.662845
NCP17,OUT045,970.46875
FDP21,OUT035,3170.52222
FDL04,OUT045,1587.140625
FDV23,OUT013,2004.765625
FDF24,OUT046,1375.342533
FDH56,OUT027,3354.139408
FDB51,OUT049,1086.960938
FDI58,OUT027,3019.381595
FDR20,OUT013,900.0456577
FDC51,OUT018,1713.576908
FDB16,OUT027,2817.96875
FDE40,OUT049,1090.694095
NCM17,OUT035,876.8671875
FDU56,OUT035,3120.976563
FDS32,OUT019,439.6628452
FDX02,OUT049,3610.851563
FDT39,OUT027,3943.014408
FDE35,OUT017,1123.819095
NCI42,OUT019,1416.195313
DRL23,OUT046,1718.789063
FDA10,OUT046,1929.398438
FDA11,OUT013,1589.835938
NCM06,OUT046,2432.179688
NCT05,OUT035,4217.046875
NCQ02,OUT010,1027.328125
NCY06,OUT049,2138.46875
FDY56,OUT035,3772.498783
FDL02,OUT035,1885.217533
NCI06,OUT035,2948.109375
FDQ14,OUT045,2290.460938
FDQ12,OUT017,3727.382813
FDP36,OUT046,853.7878452
FDK21,OUT027,5418.460938
FDO40,OUT045,2271.257813
NCK54,OUT019,-35.640625
FDY09,OUT018,2533.765625
NCW30,OUT049,4195.664063
NCC55,OUT027,2039.78125
FDE58,OUT018,1599.296875
FDR39,OUT013,2954.523438
FDU28,OUT049,3071.889408
FDH08,OUT017,3759.851563
FDG35,OUT045,2796.162845
FDG22,OUT049,739.8347202
FDC34,OUT035,2645.967533
FDP15,OUT018,3746.09375
FDK34,OUT010,1869.367188
FDU45,OUT035,2042.483158
FDQ04,OUT027,2097.554688
FDX22,OUT018,3092.826908
FDB45,OUT017,1816.015625
NCH43,OUT027,4850.429688
DRE60,OUT046,3504.875
FDD17,OUT027,5168.132813
NCM54,OUT017,2108.929688
NCH55,OUT013,2042.71875
NCT06,OUT017,2702.585938
FDA48,OUT027,4946.65625
FDY58,OUT027,5059.484375
FDO25,OUT045,3294.015625
FDN50,OUT045,1542.83472
FDH35,OUT035,2793.53125
FDK09,OUT045,3512.515625
FDO16,OUT013,1362.890625
FDW11,OUT045,993.3125
FDU47,OUT027,3744.99097
NCQ42,OUT010,113.234375
FDK55,OUT027,2908.25
FDN08,OUT049,2035.483158
FDT57,OUT045,3691.382813
FDJ12,OUT018,3063.873783
DRL59,OUT017,988.109375
NCN53,OUT046,611.1796875
FDO51,OUT010,-1120.91528
FDK56,OUT017,3113.101563
FDY12,OUT035,1042.389408
FDU15,OUT035,821.0300327
FDQ19,OUT046,3928.545658
DRF15,OUT045,2355.804688
DRE25,OUT019,-438.4375
FDK57,OUT018,1624.84375
FDD33,OUT010,1759.757813
FDR34,OUT027,5111.733158
FDU04,OUT045,1868.96875
FDE35,OUT019,-827.6574673
NCD31,OUT035,2712.945313
FDJ56,OUT035,1764.796875
NCU53,OUT046,2623.539063
FDD39,OUT035,3508.070313
NCU17,OUT019,-250.015625
FDJ20,OUT046,2037.748783
NCW41,OUT018,2227.5
FDL52,OUT035,818.4519077
FDS39,OUT035,2418.4375
DRJ47,OUT045,2701.328125
FDP13,OUT010,-1192.641842
DRK39,OUT010,-605.65625
FDF28,OUT010,129.5144077
FDB09,OUT045,1975.53125
FDM51,OUT046,1668.99097
DRM49,OUT018,480.5456577
DRF23,OUT013,2823.929688
DRH01,OUT035,2855.09375
FDH12,OUT027,3173.84375
FDA28,OUT019,122.2956577
FDW37,OUT018,1197.453125
FDF02,OUT046,1691.65625
DRL37,OUT046,711.5859375
NCF43,OUT046,2231.984375
FDH08,OUT010,1747.609375
FDR34,OUT019,1781.27222
NCK19,OUT049,3168.867188
NCD55,OUT018,418.8671875
FDT27,OUT049,3837.39722
FDQ57,OUT045,2280.640625
FDA47,OUT035,2762.264408
DRG15,OUT027,2449.242188
FDE05,OUT018,2072.686283
FDN46,OUT046,1640.131595
FDX27,OUT027,2940.725345
FDT51,OUT045,1765.842533
FDU33,OUT013,803.0300327
FDJ16,OUT027,2395.648438
FDD20,OUT019,115.6015625
FDT36,OUT049,668.7421875
DRF15,OUT027,3850.0625
FDN52,OUT010,-500.2746548
FDC22,OUT027,4499.545658
FDX15,OUT045,2466.585938
FDT13,OUT013,3041.65625
FDU04,OUT017,2041.515625
FDU31,OUT019,1614.889408
FDW59,OUT027,2849.578125
NCO29,OUT046,2632.140625
FDL15,OUT035,2579.132813
FDI41,OUT049,2433.17847
FDQ48,OUT049,1739.08472
DRI39,OUT013,908.8203125
FDI08,OUT013,4065.569095
FDC21,OUT049,1946.74097
FDF58,OUT035,1178.671875
FDS08,OUT010,950.7265625
FDE47,OUT045,1936.289063
NCP18,OUT019,509.484375
NCR41,OUT013,1589.820313
FDA27,OUT013,4055.295658
FDA43,OUT035,3257.578125
FDA49,OUT045,1361.976563
NCE55,OUT018,2522.929688
DRM49,OUT027,2216.764408
FDF22,OUT027,4836.515625
FDQ15,OUT018,1053.373783
NCS54,OUT017,2863.617188
NCY05,OUT013,651.3203125
FDR45,OUT046,3790.96875
FDK57,OUT049,2032.28125
FDF41,OUT010,1952.0625
FDV21,OUT046,2010.4375
FDD51,OUT046,713.1328125
FDF33,OUT046,1967.4375
FDA38,OUT046,3748.867188
FDR56,OUT045,3100.600345
NCN41,OUT017,2050.914063
FDC60,OUT027,2908.256595
FDB47,OUT045,3217.945313
DRH01,OUT013,2785.859375
FDW08,OUT046,1704.390625
FDF38,OUT027,2195.842533
FDY32,OUT017,2717.945313
FDG34,OUT049,1900.608158
FDG47,OUT019,2246.484375
NCF18,OUT035,3112.632813
FDL39,OUT019,982.0769077
NCH55,OUT035,2132.203125
DRJ35,OUT049,1109.429688
FDS44,OUT035,3972.170658
DRE01,OUT018,3484.09375
FDY39,OUT013,3011.139408
FDY32,OUT018,2319.21875
FDR33,OUT027,3239.90625
NCP50,OUT049,1408.648438
FDZ47,OUT018,1351.86597
FDU57,OUT049,2554.287845
FDY44,OUT013,3198.983158
DRH59,OUT018,936.3125
FDB03,OUT027,5227.467533
FDY46,OUT045,2890.914063
FDM39,OUT045,2717.390625
FDY36,OUT035,1385.125
NCM55,OUT035,3051.117188
FDJ50,OUT010,-991.1484375
DRL60,OUT013,2425.6875
NCJ54,OUT049,3738.0625
FDX59,OUT017,703.0234375
FDI07,OUT013,3234.20972
DRF51,OUT010,-1325.8125
FDM14,OUT017,1912.0625
FDP21,OUT045,2959.936283
FDE40,OUT035,1176.194095
FDE05,OUT035,2514.201908
FDM13,OUT027,3586.257813
FDC34,OUT027,3953.49097
NCI55,OUT018,1667.789063
NCE43,OUT018,2363.640625
FDW58,OUT018,1450.039063
FDG60,OUT045,3641.8125
FDV31,OUT017,2931.445313
FDR47,OUT013,3113.804688
FDM60,OUT019,-1160.805905
NCF06,OUT018,3783.820313
NCN26,OUT027,3297.421875
FDQ59,OUT049,1542.389408
FDF09,OUT046,678.6015625
NCS06,OUT017,4253.921875
FDT44,OUT046,1916.34375
FDI19,OUT017,3969.648438
FDT22,OUT017,1076.335938
NCF54,OUT027,4136.023438
DRG25,OUT045,2871.515625
FDB59,OUT017,3235.734375
FDQ37,OUT017,3191.71875
FDP56,OUT035,989.359375
FDW44,OUT035,2960.217533
FDJ26,OUT010,1546.92847
FDU43,OUT018,3549.20972
FDW33,OUT045,1606.734375
NCX53,OUT027,3743.3125
FDN56,OUT010,475.4440952
DRF15,OUT049,2494.929688
FDO33,OUT017,1928.734375
FDZ39,OUT010,-185.1418423
NCJ19,OUT017,989.6640625
FDU01,OUT035,3145.20972
FDT12,OUT035,3741.86597
NCM18,OUT018,705.875
FDP19,OUT017,2174.398438
NCR42,OUT049,643.7421875
FDN10,OUT046,1902.601563
FDG44,OUT017,1041.625
FDQ10,OUT046,2729.101563
DRH13,OUT049,1786.992188
FDT52,OUT013,3925.217533
FDM56,OUT045,1742.984375
NCO43,OUT010,-287.3984375
NCV29,OUT035,2958.195313
NCF06,OUT013,4118.710938
FDO50,OUT035,1648.195313
FDT59,OUT013,3686.710938
FDX40,OUT027,2046.242188
FDE50,OUT017,3141.483158
FDX51,OUT017,3284.45972
NCD30,OUT018,1285.804688
FDK15,OUT013,1649.398438
FDL12,OUT045,969.2253452
FDK46,OUT017,4198.351563
DRH49,OUT010,-615.7421875
FDQ57,OUT046,2349.398438
FDY59,OUT017,1631.632813
FDO09,OUT018,3870.811283
NCG30,OUT035,2118.101563
FDM09,OUT017,2815.998783
NCN17,OUT027,3076.539063
NCS42,OUT013,1454.320313
FDD02,OUT019,12.2578125
FDE34,OUT013,2910.84375
FDU38,OUT045,2946.578125
FDB33,OUT046,2554.507813
NCJ29,OUT017,1516.15625
FDZ27,OUT035,929.09375
FDI40,OUT013,1642.873783
FDG22,OUT013,714.0378452
FDT51,OUT017,1944.600345
FDF20,OUT018,2913.359375
FDV50,OUT035,2051.195313
FDT02,OUT049,692.3359375
DRC49,OUT017,2391.539063
FDF26,OUT049,2598.631595
FDV52,OUT035,2063.631595
FDX59,OUT049,717.9140625
FDV25,OUT035,3695.804688
FDW23,OUT027,2108.171875
FDE53,OUT018,1444.03125
FDA19,OUT017,2226.226563
FDH22,OUT046,1998.15625
NCO41,OUT013,1617.640625
FDX12,OUT017,3969.983158
FDF17,OUT013,3139.585938
FDS11,OUT045,3503.436283
FDR51,OUT035,2555.850345
FDT49,OUT010,-212.8203125
FDC56,OUT013,1982.539063
FDR13,OUT027,3399.006595
FDQ60,OUT035,2112.444095
FDN38,OUT049,4092.92847
NCL29,OUT013,2529
FDO13,OUT027,4072.289063
FDE26,OUT018,2044.851563
FDA31,OUT010,845.828125
FDX14,OUT035,1334.984375
FDA34,OUT045,2737.5
FDF26,OUT013,2549.498783
FDE38,OUT045,2618.742188
DRI11,OUT046,1840.382813
FDQ60,OUT027,3385.20972
FDL21,OUT027,2167.600345
DRC12,OUT027,4479.765625
FDC47,OUT046,3584.320313
FDE57,OUT045,2210.28125
FDT14,OUT045,1849.95972
NCZ53,OUT046,3015.8125
FDE28,OUT018,3363.80347
FDR19,OUT035,2496.030033
NCF54,OUT019,832.15625
FDZ08,OUT046,1384.498783
NCJ05,OUT018,2177.335938
